id,voltage,battery_remaining,current_drawn,ground_speed,air_speed,nav_roll,nav_pitch,nav_bearing,pitch,yaw,roll,alt,lat,lon,payload,distance_frm_home,velocity_x,velocity_y,velocity_z,mode,flight_time
50,12.094,88,35.47,14.47,14.47,NULL,NULL,71,-0.765364,1.25614,0.00730167,10.01,37.6005289,126.8676331,NULL,NULL,4.26,13.74,-0.01,GUIDED,83.4559
51,12.094,88,35.56,14.49,14.49,NULL,NULL,72,-0.765103,1.26267,-0.00198124,10.01,37.6005385,126.8676707,NULL,NULL,4.26,13.73,0,GUIDED,84.8923
52,12.094,88,35.47,14.49,14.49,NULL,NULL,72,-0.766745,1.26827,-0.010768,10.01,37.6005577,126.8677458,NULL,NULL,4.31,13.72,0,GUIDED,85.9073
53,12.094,87,35.31,14.5,14.5,NULL,NULL,71,-0.765744,1.25062,0.00377337,10.01,37.6005771,126.8678208,NULL,NULL,4.36,13.71,-0.01,GUIDED,87.0694
54,12.094,87,35.31,14.5,14.5,NULL,NULL,71,-0.769957,1.24458,0.0189479,10.01,37.6006063,126.8679334,NULL,NULL,4.32,13.75,-0.01,GUIDED,88.2105
55,12.094,87,35.47,14.53,14.53,NULL,NULL,71,-0.769722,1.25435,0.010477,10.01,37.6006256,126.8680087,NULL,NULL,4.29,13.79,-0.01,GUIDED,89.2275
56,12.094,87,35.72,14.54,14.54,NULL,NULL,72,-0.770173,1.26252,-0.00541088,10.01,37.6006448,126.8680842,NULL,NULL,4.31,13.81,-0.01,GUIDED,90.2705
57,12.094,87,35.47,14.58,14.58,NULL,NULL,71,-0.769929,1.24741,0.00621708,10.01,37.600674,126.8681975,NULL,NULL,4.39,13.83,0,GUIDED,91.2834
58,12.094,86,35.81,14.6,14.6,NULL,NULL,71,-0.769598,1.25065,0.0119849,10,37.600713,126.8683488,NULL,NULL,4.35,13.86,-0.01,GUIDED,92.2964
59,12.094,86,35.56,14.66,14.66,NULL,NULL,71,-0.773862,1.24656,0.00771155,10,37.6007519,126.8685004,NULL,NULL,4.39,13.9,0,GUIDED,93.3074
60,12.094,86,35.56,14.68,14.68,NULL,NULL,71,-0.771077,1.24886,0.0124278,10.01,37.6007812,126.8686144,NULL,NULL,4.36,13.9,0,GUIDED,94.3164
61,12.094,86,35.97,14.68,14.68,NULL,NULL,72,-0.773772,1.26664,-0.0159199,10,37.6008105,126.8687284,NULL,NULL,4.41,13.91,-0.01,GUIDED,95.3834
62,12.094,86,35.56,14.71,14.71,NULL,NULL,71,-0.773455,1.25431,-0.00301802,10,37.6008303,126.8688045,NULL,NULL,4.47,13.91,0,GUIDED,96.3953
63,12.094,85,35.56,14.73,14.73,NULL,NULL,71,-0.77276,1.23955,0.0286298,10.01,37.6008698,126.8689569,NULL,NULL,4.37,13.94,0,GUIDED,97.4103
64,12.094,85,35.72,14.7,14.7,NULL,NULL,72,-0.772776,1.26729,-0.0104692,10.01,37.6008892,126.8690331,NULL,NULL,4.37,13.93,0,GUIDED,98.4213
65,12.094,85,35.89,14.71,14.71,NULL,NULL,72,-0.776031,1.26056,-0.00887799,10,37.6009187,126.8691472,NULL,NULL,4.47,13.92,-0.01,GUIDED,99.4313
66,12.094,85,35.56,14.74,14.74,NULL,NULL,70,-0.777886,1.23912,0.0186454,10,37.6009387,126.8692234,NULL,NULL,4.49,13.95,0,GUIDED,100.441
67,12.094,85,35.81,14.78,14.78,NULL,NULL,72,-0.775199,1.25669,0.00989089,10,37.6009683,126.8693382,NULL,NULL,4.39,14.01,0,GUIDED,101.555
68,12.094,84,35.72,14.78,14.78,NULL,NULL,71,-0.775283,1.25575,-0.00292042,10,37.6009877,126.8694149,NULL,NULL,4.39,14.01,0,GUIDED,102.571
69,12.094,84,35.72,14.79,14.79,NULL,NULL,71,-0.776296,1.25552,-0.00160884,10,37.6010272,126.869568,NULL,NULL,4.48,13.96,0,GUIDED,103.582
70,12.094,84,36.06,14.8,14.8,NULL,NULL,72,-0.779126,1.26345,-0.00926425,9.99,37.6010571,126.8696828,NULL,NULL,4.47,14,0,GUIDED,104.596
71,12.094,84,35.81,14.84,14.84,NULL,NULL,71,-0.775255,1.25412,0.00517624,9.99,37.6010971,126.8698361,NULL,NULL,4.48,14.01,0,GUIDED,105.607
72,12.094,83,35.72,14.84,14.84,NULL,NULL,71,-0.777689,1.24571,0.00874463,9.99,37.601137,126.8699896,NULL,NULL,4.46,14.03,0,GUIDED,106.616
73,12.094,83,35.89,14.87,14.87,NULL,NULL,71,-0.777368,1.24819,0.00836792,9.99,37.6011769,126.8701434,NULL,NULL,4.44,14.07,0,GUIDED,107.627
74,12.094,83,35.89,14.9,14.9,NULL,NULL,71,-0.778569,1.25357,0.00516093,9.99,37.6012167,126.8702973,NULL,NULL,4.44,14.05,0,GUIDED,108.641
75,12.094,82,36.22,14.9,14.9,NULL,NULL,71,-0.780272,1.25586,-0.00485299,9.99,37.6012565,126.8704511,NULL,NULL,4.5,14.03,0,GUIDED,109.652
76,12.094,82,35.89,14.97,14.97,NULL,NULL,71,-0.775344,1.24614,0.0161274,9.99,37.6012969,126.8706054,NULL,NULL,4.5,14.08,0.01,GUIDED,110.664
77,12.094,82,36.22,14.93,14.93,NULL,NULL,72,-0.77702,1.25989,0.00312263,9.99,37.6013267,126.8707214,NULL,NULL,4.44,14.08,0,GUIDED,111.68
78,12.094,82,36.14,14.92,14.92,NULL,NULL,72,-0.77919,1.26175,-0.0119241,9.99,37.6013566,126.8708374,NULL,NULL,4.52,14.07,0,GUIDED,112.692
79,12.094,82,35.81,14.93,14.93,NULL,NULL,71,-0.777072,1.2493,0.011572,9.99,37.601387,126.8709534,NULL,NULL,4.55,14.09,0,GUIDED,113.703
80,12.094,81,35.72,14.91,14.91,NULL,NULL,71,-0.778556,1.24679,0.0163,10,37.6014169,126.8710693,NULL,NULL,4.45,14.1,0,GUIDED,114.765
81,12.094,81,36.06,14.9,14.9,NULL,NULL,72,-0.778438,1.2593,-0.0013014,10,37.6014563,126.8712239,NULL,NULL,4.47,14.11,0,GUIDED,115.829
82,12.094,81,36.06,14.9,14.9,NULL,NULL,72,-0.776654,1.26471,-0.0162816,10,37.6014763,126.8713011,NULL,NULL,4.53,14.09,0,GUIDED,116.848
83,12.094,81,35.97,14.88,14.88,NULL,NULL,71,-0.777907,1.24994,0.0135029,10,37.6015166,126.8714552,NULL,NULL,4.54,14.09,0,GUIDED,117.936
84,12.094,80,36.06,14.89,14.89,NULL,NULL,71,-0.778812,1.25492,0.0065634,10,37.6015465,126.8715709,NULL,NULL,4.47,14.11,0,GUIDED,119.178
85,12.094,80,35.72,14.88,14.88,NULL,NULL,71,-0.778769,1.24728,0.00540961,10,37.6015763,126.8716865,NULL,NULL,4.52,14.1,0,GUIDED,120.188
86,12.094,80,35.81,14.89,14.89,NULL,NULL,71,-0.775761,1.24483,0.0206602,10,37.6016063,126.8718021,NULL,NULL,4.5,14.11,0,GUIDED,121.313
87,12.094,80,35.72,14.86,14.86,NULL,NULL,72,-0.775875,1.25932,-0.00195273,10,37.601636,126.8719177,NULL,NULL,4.46,14.09,0,GUIDED,122.328
88,12.094,79,35.97,14.85,14.85,NULL,NULL,72,-0.781659,1.26279,-0.00647629,10,37.6016657,126.872033,NULL,NULL,4.55,14.06,0,GUIDED,123.464
89,12.094,79,35.97,14.9,14.9,NULL,NULL,71,-0.779625,1.2483,0.0141998,10,37.6016958,126.8721485,NULL,NULL,4.57,14.1,0,GUIDED,124.591
90,12.094,79,35.97,14.91,14.91,NULL,NULL,71,-0.781042,1.25325,0.0124195,10,37.6017257,126.8722642,NULL,NULL,4.5,14.13,-0.01,GUIDED,125.605
91,12.094,79,35.72,14.93,14.93,NULL,NULL,71,-0.777213,1.25186,0.00775476,10,37.6017554,126.8723802,NULL,NULL,4.51,14.12,0,GUIDED,126.616
92,12.094,79,36.06,14.92,14.92,NULL,NULL,71,-0.779529,1.25201,0.00877387,10,37.6017752,126.8724574,NULL,NULL,4.5,14.1,0,GUIDED,127.682
93,12.094,78,36.22,14.95,14.95,NULL,NULL,72,-0.782612,1.26243,-0.00467118,10,37.601805,126.8725733,NULL,NULL,4.52,14.14,0,GUIDED,128.789
94,12.094,78,35.81,14.98,14.98,NULL,NULL,71,-0.780025,1.24229,0.0167156,10,37.6018351,126.8726895,NULL,NULL,4.58,14.14,0,GUIDED,129.916
95,12.094,78,35.97,14.98,14.98,NULL,NULL,72,-0.780242,1.25698,0.00807876,10,37.6018651,126.8728057,NULL,NULL,4.51,14.16,0,GUIDED,131.01
96,12.094,78,36.14,14.96,14.96,NULL,NULL,72,-0.780396,1.26387,-0.00423447,10,37.601895,126.8729219,NULL,NULL,4.53,14.13,0,GUIDED,132.047
97,12.094,78,36.22,14.97,14.97,NULL,NULL,72,-0.781895,1.26483,-0.00723749,10,37.6019253,126.873038,NULL,NULL,4.59,14.13,0,GUIDED,133.057
98,12.094,77,35.81,14.98,14.98,NULL,NULL,71,-0.779649,1.24963,0.0118416,10,37.6019557,126.873154,NULL,NULL,4.58,14.12,0,GUIDED,134.067
99,12.094,77,36.06,14.97,14.97,NULL,NULL,71,-0.780985,1.25338,0.0166914,10,37.6019859,126.8732702,NULL,NULL,4.52,14.15,0,GUIDED,135.097
100,12.094,77,36.14,14.98,14.98,NULL,NULL,72,-0.781049,1.25847,0.00143091,10,37.6020159,126.8733865,NULL,NULL,4.52,14.14,0,GUIDED,136.111
101,12.094,77,36.06,14.97,14.97,NULL,NULL,71,-0.778573,1.25367,0.0114326,10,37.6020461,126.8735025,NULL,NULL,4.54,14.09,0,GUIDED,137.146
102,12.094,76,36.22,14.96,14.96,NULL,NULL,71,-0.78567,1.25258,0.00427812,10,37.6020864,126.873657,NULL,NULL,4.57,14.11,0,GUIDED,138.159
103,12.094,76,35.97,15.02,15.02,NULL,NULL,70,-0.780679,1.23787,0.0345339,9.99,37.6021168,126.8737733,NULL,NULL,4.54,14.19,0,GUIDED,139.197
104,12.094,76,35.89,15.01,15.01,NULL,NULL,71,-0.779212,1.24445,0.0181263,10,37.6021565,126.873929,NULL,NULL,4.45,14.18,0,GUIDED,140.289
105,12.094,76,36.06,14.97,14.97,NULL,NULL,72,-0.779869,1.26034,-0.00315809,10,37.6021862,126.8740455,NULL,NULL,4.51,14.15,0,GUIDED,141.306
106,12.094,75,35.97,14.99,14.99,NULL,NULL,71,-0.783695,1.25145,0.00678157,9.99,37.6022268,126.8742005,NULL,NULL,4.64,14.15,0,GUIDED,142.318
107,12.094,75,35.97,15.02,15.02,NULL,NULL,71,-0.777887,1.25201,0.0240185,9.99,37.6022575,126.874317,NULL,NULL,4.57,14.17,0,GUIDED,143.331
108,12.094,75,36.06,14.95,14.95,NULL,NULL,72,-0.779474,1.25956,0.00371036,10,37.6022976,126.874472,NULL,NULL,4.52,14.12,0,GUIDED,144.344
109,12.094,75,36.22,14.96,14.96,NULL,NULL,71,-0.783996,1.25305,0.01149,9.99,37.6023378,126.8746267,NULL,NULL,4.59,14.14,0,GUIDED,145.364
110,12.094,74,36.06,14.99,14.99,NULL,NULL,71,-0.781661,1.25006,0.0214591,9.99,37.6023783,126.8747817,NULL,NULL,4.54,14.17,0,GUIDED,146.376
111,12.094,74,36.06,15,15,NULL,NULL,72,-0.777717,1.26043,0.00353734,9.99,37.6024184,126.8749371,NULL,NULL,4.54,14.17,0,GUIDED,147.388
112,12.094,74,36.06,14.97,14.97,NULL,NULL,71,-0.779096,1.25293,0.0136008,9.99,37.6024487,126.8750532,NULL,NULL,4.59,14.12,0,GUIDED,148.416
113,12.094,74,36.22,14.97,14.97,NULL,NULL,72,-0.781491,1.26187,0.0070854,9.99,37.6024891,126.8752081,NULL,NULL,4.56,14.14,0,GUIDED,149.499
114,12.094,73,36.22,14.99,14.99,NULL,NULL,71,-0.781034,1.25259,0.0185828,9.99,37.6025194,126.8753244,NULL,NULL,4.58,14.14,0,GUIDED,150.513
115,12.094,73,36.14,15.02,15.02,NULL,NULL,72,-0.780162,1.26343,0.00996993,9.99,37.6025496,126.8754408,NULL,NULL,4.53,14.14,0,GUIDED,151.527
116,12.094,73,36.22,15.01,15.01,NULL,NULL,72,-0.781783,1.25894,0.0122925,9.99,37.6025797,126.875557,NULL,NULL,4.55,14.13,0,GUIDED,152.536
117,12.094,73,36.3,15.05,15.05,NULL,NULL,71,-0.781937,1.24978,0.0181924,9.99,37.6026201,126.8757121,NULL,NULL,4.6,14.18,0,GUIDED,153.546
118,12.094,72,35.89,15.07,15.07,NULL,NULL,71,-0.776814,1.24354,0.0341895,10,37.6026604,126.8758682,NULL,NULL,4.51,14.19,0,GUIDED,154.559
119,12.094,72,36.14,15.01,15.01,NULL,NULL,71,-0.781115,1.25515,0.0185446,10,37.6027001,126.8760238,NULL,NULL,4.47,14.16,0,GUIDED,155.569
120,12.094,72,35.72,14.98,14.98,NULL,NULL,71,-0.780476,1.24827,0.0184229,10,37.6027398,126.8761792,NULL,NULL,4.54,14.09,0,GUIDED,156.583
121,12.094,71,36.06,14.99,14.99,NULL,NULL,71,-0.782916,1.25182,0.024352,10,37.6027799,126.8763344,NULL,NULL,4.54,14.13,0,GUIDED,157.594
122,12.094,71,35.89,15,15,NULL,NULL,71,-0.779526,1.25211,0.019202,10,37.6028199,126.8764898,NULL,NULL,4.54,14.11,0,GUIDED,158.639
123,12.094,71,36.06,14.98,14.98,NULL,NULL,72,-0.784289,1.26154,0.0107446,10,37.6028599,126.876645,NULL,NULL,4.57,14.1,0,GUIDED,159.653
124,12.094,71,36.06,15.03,15.03,NULL,NULL,71,-0.781961,1.25069,0.0256846,9.99,37.6029003,126.8768005,NULL,NULL,4.56,14.15,0,GUIDED,160.663
125,12.094,70,36.06,15.03,15.03,NULL,NULL,71,-0.784912,1.25241,0.0207031,9.99,37.6029404,126.8769561,NULL,NULL,4.55,14.16,0,GUIDED,161.671
126,12.094,70,35.89,15.06,15.06,NULL,NULL,71,-0.779315,1.25584,0.016043,9.99,37.6029809,126.877112,NULL,NULL,4.58,14.18,0.01,GUIDED,162.683
127,12.094,70,35.89,15,15,NULL,NULL,71,-0.78062,1.25266,0.022867,9.99,37.6030214,126.877267,NULL,NULL,4.58,14.11,0,GUIDED,163.706
128,12.094,69,36.14,15,15,NULL,NULL,71,-0.780333,1.25576,0.0206128,9.98,37.6030518,126.8773834,NULL,NULL,4.57,14.12,0,GUIDED,164.718
129,12.094,69,36.14,15.01,15.01,NULL,NULL,72,-0.78359,1.26137,0.0117246,9.98,37.6030821,126.8774998,NULL,NULL,4.59,14.13,0.01,GUIDED,165.8
130,12.094,69,36.22,15.03,15.03,NULL,NULL,71,-0.78114,1.25406,0.0256463,9.98,37.6031126,126.8776164,NULL,NULL,4.59,14.15,0.01,GUIDED,166.853
131,12.094,69,36.06,15.03,15.03,NULL,NULL,71,-0.780898,1.25028,0.0317676,9.98,37.6031527,126.8777721,NULL,NULL,4.5,14.15,0.01,GUIDED,167.866
132,12.094,68,36.22,15.03,15.03,NULL,NULL,72,-0.782384,1.26079,0.0107754,9.98,37.6032026,126.8779668,NULL,NULL,4.58,14.13,0.01,GUIDED,168.881
133,12.094,68,36.22,15,15,NULL,NULL,71,-0.780199,1.25346,0.0272936,9.98,37.6032432,126.878122,NULL,NULL,4.59,14.11,0.01,GUIDED,169.892
134,12.094,68,36.06,15,15,NULL,NULL,72,-0.779308,1.25718,0.0241935,9.98,37.6032833,126.8782772,NULL,NULL,4.52,14.13,0.01,GUIDED,170.909
135,12.094,68,36.22,15,15,NULL,NULL,72,-0.781672,1.26369,0.00627867,9.98,37.6033235,126.8784327,NULL,NULL,4.6,14.15,0.02,GUIDED,171.922
136,12.094,67,36.06,15.03,15.03,NULL,NULL,72,-0.777687,1.258,0.0195895,9.98,37.6033439,126.8785103,NULL,NULL,4.62,14.14,0.01,GUIDED,172.939
137,12.094,67,35.89,15.01,15.01,NULL,NULL,71,-0.776499,1.25328,0.0278503,9.98,37.6033743,126.8786264,NULL,NULL,4.56,14.12,0.01,GUIDED,173.951
138,12.094,67,36.3,14.97,14.97,NULL,NULL,72,-0.781264,1.26381,0.0159452,9.98,37.6034145,126.8787815,NULL,NULL,4.53,14.1,0.01,GUIDED,174.975
139,12.094,67,36.14,15.01,15.01,NULL,NULL,71,-0.780769,1.24308,0.0396452,9.98,37.6034446,126.878898,NULL,NULL,4.54,14.14,0,GUIDED,175.998
140,12.094,66,36.06,15.03,15.03,NULL,NULL,71,-0.777393,1.25587,0.0252385,9.98,37.6034746,126.8790147,NULL,NULL,4.49,14.15,0.01,GUIDED,177.007
141,12.094,66,36.22,14.99,14.99,NULL,NULL,72,-0.778468,1.25748,0.0212511,9.98,37.6035145,126.8791702,NULL,NULL,4.53,14.11,0,GUIDED,178.031
142,12.094,66,36.14,14.99,14.99,NULL,NULL,72,-0.78034,1.25781,0.0175396,9.98,37.6035446,126.8792865,NULL,NULL,4.57,14.08,0,GUIDED,179.044
143,12.094,66,36.22,15.01,15.01,NULL,NULL,71,-0.781211,1.25196,0.0291433,9.99,37.603575,126.8794029,NULL,NULL,4.59,14.11,0,GUIDED,180.058
144,12.094,65,36.22,15.04,15.04,NULL,NULL,71,-0.780011,1.24154,0.0431287,9.99,37.6036052,126.8795194,NULL,NULL,4.51,14.15,0,GUIDED,181.07
145,12.094,65,36.14,15.06,15.06,NULL,NULL,72,-0.77773,1.26039,0.0119935,9.99,37.6036449,126.8796752,NULL,NULL,4.5,14.15,0.01,GUIDED,182.154
146,12.094,65,36.22,15.01,15.01,NULL,NULL,72,-0.781153,1.25975,0.0195587,10,37.6036853,126.8798304,NULL,NULL,4.56,14.08,0,GUIDED,183.164
147,12.094,65,35.89,15,15,NULL,NULL,71,-0.779203,1.24999,0.0248472,10,37.603726,126.8799856,NULL,NULL,4.58,14.09,0,GUIDED,184.176
148,12.094,64,36.3,15.01,15.01,NULL,NULL,71,-0.779195,1.24977,0.0369122,9.99,37.6037563,126.8801021,NULL,NULL,4.5,14.14,0,GUIDED,185.188
149,12.094,64,36.06,15.03,15.03,NULL,NULL,72,-0.778209,1.25807,0.0147372,10,37.6037964,126.8802578,NULL,NULL,4.55,14.14,0,GUIDED,186.197
150,12.094,64,36.14,15.01,15.01,NULL,NULL,71,-0.779938,1.25073,0.0302741,10,37.6038371,126.8804131,NULL,NULL,4.58,14.11,-0.01,GUIDED,187.209
151,12.094,64,35.89,15.01,15.01,NULL,NULL,72,-0.776646,1.25935,0.02345,10,37.6038675,126.8805295,NULL,NULL,4.56,14.11,0,GUIDED,188.219
152,12.094,63,35.97,14.97,14.97,NULL,NULL,71,-0.77812,1.24748,0.0328716,10,37.603908,126.8806844,NULL,NULL,4.55,14.09,-0.01,GUIDED,189.234
