id,voltage,battery_remaining,current_drawn,ground_speed,air_speed,nav_roll,nav_pitch,nav_bearing,pitch,yaw,roll,alt,lat,lon,payload,distance_frm_home,velocity_x,velocity_y,velocity_z,mode,flight_time
54,12.143,87,30.57,9.99,9.99,NULL,NULL,72,-0.583302,1.25843,-0.00421438,10.01,37.6003822,126.8670893,NULL,NULL,2.96,9.45,-0.01,GUIDED,89.7722
55,12.143,87,30.65,9.97,9.97,NULL,NULL,72,-0.581908,1.25989,-0.000833461,10.01,37.6004156,126.8672186,NULL,NULL,2.95,9.42,-0.01,GUIDED,90.7842
56,12.143,87,30.65,9.96,9.96,NULL,NULL,72,-0.583731,1.25824,-0.000998704,10,37.6004422,126.8673217,NULL,NULL,2.96,9.4,0,GUIDED,91.7952
57,12.143,87,30.65,9.97,9.97,NULL,NULL,71,-0.586983,1.25498,0.00246223,10,37.6004622,126.867399,NULL,NULL,2.96,9.41,0,GUIDED,92.8041
58,12.143,87,30.65,10,10,NULL,NULL,71,-0.586011,1.25207,0.00800657,10,37.6004822,126.8674766,NULL,NULL,2.95,9.44,0,GUIDED,93.8151
59,12.143,86,30.65,10,10,NULL,NULL,72,-0.583642,1.26136,-0.00394733,10,37.6005021,126.8675544,NULL,NULL,2.94,9.44,0,GUIDED,94.8271
60,12.143,86,30.41,9.99,9.99,NULL,NULL,71,-0.583474,1.25323,-0.0037771,10,37.600522,126.867632,NULL,NULL,2.98,9.42,0,GUIDED,95.836
61,12.143,86,30.41,9.98,9.98,NULL,NULL,71,-0.586511,1.24789,0.00824787,10,37.6005489,126.8677352,NULL,NULL,2.96,9.42,0,GUIDED,96.857
62,12.143,86,30.65,9.98,9.98,NULL,NULL,72,-0.585711,1.25941,-0.00331909,10,37.6005755,126.8678387,NULL,NULL,2.95,9.44,0,GUIDED,97.868
63,12.143,85,30.41,9.99,9.99,NULL,NULL,71,-0.583658,1.24888,0.00237167,10,37.6005956,126.8679163,NULL,NULL,2.99,9.44,0,GUIDED,98.8789
64,12.143,85,30.74,9.97,9.97,NULL,NULL,71,-0.583393,1.25374,0.0044731,9.99,37.6006223,126.8680197,NULL,NULL,2.97,9.44,0,GUIDED,99.8909
65,12.143,85,30.49,9.99,9.99,NULL,NULL,71,-0.586432,1.24872,0.00365273,9.99,37.600649,126.8681231,NULL,NULL,2.98,9.45,0,GUIDED,100.906
66,12.143,85,30.57,9.99,9.99,NULL,NULL,71,-0.58279,1.24823,0.0070174,9.99,37.6006624,126.8681749,NULL,NULL,2.97,9.45,0,GUIDED,101.921
67,12.143,85,30.82,9.98,9.98,NULL,NULL,72,-0.585377,1.26276,-0.0112311,9.99,37.6006891,126.8682782,NULL,NULL,2.99,9.43,0,GUIDED,102.933
68,12.143,84,30.32,10,10,NULL,NULL,71,-0.584144,1.24134,0.0160394,9.99,37.6007161,126.8683816,NULL,NULL,3,9.44,0,GUIDED,103.948
69,12.143,84,30.65,9.99,9.99,NULL,NULL,71,-0.581815,1.25607,0.00576337,9.99,37.6007295,126.8684333,NULL,NULL,2.96,9.43,0,GUIDED,104.96
70,12.143,84,30.57,9.95,9.95,NULL,NULL,72,-0.585066,1.26112,-0.00783484,9.99,37.6007561,126.8685365,NULL,NULL,3,9.41,0,GUIDED,105.972
71,12.143,84,30.41,9.97,9.97,NULL,NULL,71,-0.587154,1.24432,0.00954358,9.99,37.6007763,126.8686138,NULL,NULL,3.01,9.43,0,GUIDED,106.983
72,12.143,84,30.65,9.99,9.99,NULL,NULL,72,-0.584568,1.2576,0.00288612,9.99,37.6007964,126.8686914,NULL,NULL,2.96,9.45,0,GUIDED,107.992
73,12.143,83,30.57,9.99,9.99,NULL,NULL,71,-0.584064,1.25375,-0.00311473,9.99,37.6008163,126.868769,NULL,NULL,2.98,9.45,0,GUIDED,109.003
74,12.143,83,30.57,9.98,9.98,NULL,NULL,71,-0.583145,1.25426,-0.00170365,9.99,37.6008297,126.8688206,NULL,NULL,3,9.43,0.01,GUIDED,110.021
75,12.143,83,30.82,9.98,9.98,NULL,NULL,72,-0.586256,1.262,-0.00360379,9.99,37.6008499,126.8688979,NULL,NULL,2.99,9.43,0,GUIDED,111.033
76,12.143,83,30.65,10,10,NULL,NULL,71,-0.583856,1.25563,-0.001898,9.98,37.6008701,126.8689755,NULL,NULL,3,9.45,0,GUIDED,112.044
77,12.143,83,30.49,9.99,9.99,NULL,NULL,72,-0.584598,1.25785,-0.000507704,9.99,37.6008971,126.8690788,NULL,NULL,2.98,9.44,0.01,GUIDED,113.055
78,12.143,82,30.65,9.99,9.99,NULL,NULL,71,-0.585362,1.24838,0.00422042,9.99,37.6009106,126.8691304,NULL,NULL,2.98,9.45,0,GUIDED,114.076
79,12.143,82,30.65,10,10,NULL,NULL,71,-0.58542,1.25516,0.00252651,9.98,37.6009308,126.869208,NULL,NULL,2.97,9.46,0,GUIDED,115.089
80,12.143,82,30.65,10.01,10.01,NULL,NULL,71,-0.584106,1.24955,0.00613117,9.98,37.600951,126.8692857,NULL,NULL,2.98,9.45,0.01,GUIDED,116.098
81,12.143,82,30.82,10.01,10.01,NULL,NULL,72,-0.585926,1.25899,-0.0025677,9.99,37.600978,126.869389,NULL,NULL,2.97,9.42,0,GUIDED,117.109
82,12.143,82,30.65,10.05,10.05,NULL,NULL,71,-0.586692,1.2502,0.00680422,9.98,37.6010051,126.8694925,NULL,NULL,3.01,9.46,0.01,GUIDED,118.119
83,12.143,81,30.65,10.04,10.04,NULL,NULL,71,-0.582683,1.25221,0.00873671,9.99,37.6010321,126.8695963,NULL,NULL,2.96,9.45,0,GUIDED,119.129
84,12.143,81,30.82,10.01,10.01,NULL,NULL,72,-0.583262,1.25918,-0.00364307,9.99,37.6010522,126.8696741,NULL,NULL,2.97,9.44,0,GUIDED,120.139
85,12.143,81,30.65,10.02,10.02,NULL,NULL,71,-0.583506,1.25509,0.00241559,9.99,37.6010724,126.869752,NULL,NULL,3.02,9.45,0,GUIDED,121.151
86,12.143,81,30.49,10,10,NULL,NULL,71,-0.583858,1.25113,0.0110411,10,37.6010992,126.8698556,NULL,NULL,2.95,9.45,0,GUIDED,122.166
87,12.143,81,30.82,9.99,9.99,NULL,NULL,71,-0.583712,1.25846,0.00100246,10,37.6011191,126.8699334,NULL,NULL,2.95,9.46,0,GUIDED,123.178
88,12.143,80,30.65,9.99,9.99,NULL,NULL,72,-0.581548,1.26116,-0.00705596,10,37.6011392,126.8700111,NULL,NULL,3,9.44,0,GUIDED,124.192
89,12.143,80,30.57,9.97,9.97,NULL,NULL,71,-0.582212,1.25583,0.000782,10,37.6011527,126.8700627,NULL,NULL,3.02,9.43,0,GUIDED,125.269
90,12.143,80,30.65,9.96,9.96,NULL,NULL,71,-0.582685,1.25273,0.010484,10,37.6011729,126.8701402,NULL,NULL,2.98,9.44,0,GUIDED,126.279
91,12.143,80,30.65,9.96,9.96,NULL,NULL,72,-0.58293,1.25945,-0.000396841,10,37.6011929,126.8702177,NULL,NULL,2.97,9.44,0,GUIDED,127.291
92,12.143,80,30.41,9.96,9.96,NULL,NULL,71,-0.583735,1.2486,0.00654274,10.01,37.6012063,126.8702692,NULL,NULL,2.99,9.43,0,GUIDED,128.303
93,12.143,80,30.49,9.96,9.96,NULL,NULL,71,-0.581333,1.24885,0.0147398,10,37.6012264,126.8703466,NULL,NULL,2.98,9.44,0,GUIDED,129.313
94,12.143,79,30.57,9.95,9.95,NULL,NULL,72,-0.581608,1.25746,0.00429219,10.01,37.6012463,126.8704238,NULL,NULL,2.95,9.42,0,GUIDED,130.325
95,12.143,79,30.74,9.95,9.95,NULL,NULL,72,-0.58653,1.26109,0.000411894,10.01,37.6012663,126.8705011,NULL,NULL,2.99,9.4,-0.01,GUIDED,131.339
96,12.143,79,30.65,9.98,9.98,NULL,NULL,71,-0.58553,1.25247,0.0135592,10.01,37.601293,126.8706042,NULL,NULL,3,9.43,0,GUIDED,132.349
97,12.143,79,30.57,10.01,10.01,NULL,NULL,71,-0.583596,1.25638,0.0060879,10.01,37.6013196,126.8707075,NULL,NULL,2.99,9.43,-0.01,GUIDED,133.362
98,12.143,79,30.74,10,10,NULL,NULL,71,-0.584746,1.2522,0.00967846,10,37.6013395,126.8707852,NULL,NULL,2.97,9.43,-0.01,GUIDED,134.373
99,12.143,78,30.57,10.03,10.03,NULL,NULL,72,-0.586612,1.25779,0.000899055,10.01,37.6013661,126.8708888,NULL,NULL,3,9.45,0,GUIDED,135.387
100,12.143,78,30.49,10.03,10.03,NULL,NULL,71,-0.585428,1.24593,0.0140519,10,37.6013795,126.8709406,NULL,NULL,3.02,9.45,0,GUIDED,136.4
101,12.143,78,30.65,10.03,10.03,NULL,NULL,71,-0.583491,1.25405,0.0128461,10,37.601393,126.8709925,NULL,NULL,2.98,9.46,-0.01,GUIDED,137.413
102,12.143,78,30.57,10.02,10.02,NULL,NULL,72,-0.583384,1.25681,0.00672327,10,37.601413,126.8710704,NULL,NULL,2.99,9.45,0,GUIDED,138.425
103,12.143,78,30.82,10.01,10.01,NULL,NULL,72,-0.586208,1.2616,0.00151385,10,37.6014332,126.8711482,NULL,NULL,3.01,9.43,0,GUIDED,139.437
104,12.143,77,30.41,10.01,10.01,NULL,NULL,71,-0.584781,1.25053,0.0114875,10,37.6014602,126.8712517,NULL,NULL,3,9.43,0,GUIDED,140.514
105,12.143,77,30.57,10.01,10.01,NULL,NULL,71,-0.585003,1.25446,0.0122859,10,37.6014804,126.8713295,NULL,NULL,2.98,9.44,0,GUIDED,141.528
106,12.143,77,30.57,10.01,10.01,NULL,NULL,72,-0.585253,1.25664,0.00596627,10,37.6015005,126.8714072,NULL,NULL,2.99,9.43,0,GUIDED,142.539
107,12.143,77,30.57,10.01,10.01,NULL,NULL,71,-0.582962,1.25087,0.0113541,10,37.601514,126.8714589,NULL,NULL,3,9.41,0,GUIDED,143.591
108,12.143,77,30.57,10.01,10.01,NULL,NULL,71,-0.58307,1.25386,0.012152,10,37.6015208,126.8714848,NULL,NULL,2.99,9.4,0,GUIDED,144.707
109,12.143,77,30.65,9.99,9.99,NULL,NULL,72,-0.586858,1.26554,0.00330061,10,37.6015342,126.8715364,NULL,NULL,2.98,9.4,0,GUIDED,145.726
110,12.143,77,30.57,10.01,10.01,NULL,NULL,71,-0.588719,1.24633,0.0158502,10,37.6015545,126.8716141,NULL,NULL,3.01,9.44,0,GUIDED,146.737
111,12.143,76,30.57,10.03,10.03,NULL,NULL,71,-0.583999,1.24503,0.0225684,9.99,37.6015681,126.8716661,NULL,NULL,3,9.46,0,GUIDED,147.75
112,12.143,76,30.32,10.04,10.04,NULL,NULL,71,-0.581807,1.24596,0.018126,10,37.6015882,126.871744,NULL,NULL,2.95,9.44,0,GUIDED,148.766
113,12.143,76,30.57,10,10,NULL,NULL,71,-0.584698,1.25421,0.00930147,10,37.6016082,126.8718217,NULL,NULL,2.96,9.43,0,GUIDED,149.78
114,12.143,76,30.82,10,10,NULL,NULL,72,-0.587276,1.26258,0.000367214,9.99,37.6016283,126.8718993,NULL,NULL,3.02,9.42,0,GUIDED,150.792
115,12.143,76,30.74,10.03,10.03,NULL,NULL,71,-0.583082,1.2485,0.0228909,9.99,37.6016557,126.8720028,NULL,NULL,3.02,9.45,0,GUIDED,151.805
116,12.143,75,30.41,10.01,10.01,NULL,NULL,71,-0.581759,1.25533,0.0136881,10,37.6016825,126.8721063,NULL,NULL,2.97,9.42,0,GUIDED,152.819
117,12.143,75,30.65,9.99,9.99,NULL,NULL,71,-0.585145,1.2554,0.0098503,9.99,37.6017026,126.8721839,NULL,NULL,2.99,9.41,0,GUIDED,153.831
118,12.143,75,30.57,10.02,10.02,NULL,NULL,71,-0.582467,1.25302,0.0167192,9.99,37.6017297,126.8722874,NULL,NULL,3.01,9.44,0,GUIDED,154.851
119,12.143,75,30.65,10.01,10.01,NULL,NULL,71,-0.585262,1.25353,0.0174137,9.99,37.6017498,126.8723652,NULL,NULL,2.97,9.45,0,GUIDED,155.874
120,12.143,75,30.57,10.02,10.02,NULL,NULL,72,-0.582118,1.25704,0.0112561,9.99,37.6017631,126.872417,NULL,NULL,2.96,9.45,0,GUIDED,156.884
121,12.143,75,30.57,10,10,NULL,NULL,71,-0.581102,1.25334,0.0121369,9.99,37.6017833,126.8724947,NULL,NULL,3,9.41,0,GUIDED,157.892
122,12.143,74,30.65,9.99,9.99,NULL,NULL,71,-0.583492,1.25495,0.0179929,9.99,37.6018036,126.8725721,NULL,NULL,2.99,9.41,0,GUIDED,158.905
123,12.143,74,30.74,10,10,NULL,NULL,72,-0.585763,1.25713,0.0125384,9.99,37.6018238,126.8726498,NULL,NULL,2.99,9.42,0,GUIDED,159.939
124,12.143,74,30.82,10.03,10.03,NULL,NULL,71,-0.583988,1.25522,0.0209381,9.99,37.601844,126.8727274,NULL,NULL,2.99,9.41,0,GUIDED,160.957
125,12.143,74,30.65,10.03,10.03,NULL,NULL,71,-0.58484,1.25533,0.0147546,9.99,37.6018707,126.872831,NULL,NULL,2.98,9.41,0,GUIDED,161.968
126,12.143,73,30.82,10.04,10.04,NULL,NULL,72,-0.585231,1.26107,0.0111718,9.99,37.6018976,126.8729349,NULL,NULL,2.99,9.44,0,GUIDED,162.98
127,12.143,73,30.57,10.06,10.06,NULL,NULL,71,-0.581223,1.24863,0.026355,9.99,37.6019246,126.8730391,NULL,NULL,2.98,9.43,0,GUIDED,163.99
128,12.143,73,30.65,10.02,10.02,NULL,NULL,71,-0.583162,1.25095,0.0241777,10,37.6019513,126.873143,NULL,NULL,2.95,9.42,0,GUIDED,165.001
129,12.143,73,30.57,10.01,10.01,NULL,NULL,71,-0.582543,1.25472,0.0151695,10,37.6019778,126.8732467,NULL,NULL,2.96,9.37,0,GUIDED,166.013
130,12.143,72,30.65,10.01,10.01,NULL,NULL,71,-0.586173,1.2519,0.0226679,10,37.6020046,126.8733501,NULL,NULL,2.99,9.39,0,GUIDED,167.024
131,12.143,72,30.41,10.04,10.04,NULL,NULL,71,-0.581919,1.25235,0.0209487,9.99,37.6020246,126.8734281,NULL,NULL,2.97,9.4,0,GUIDED,168.05
132,12.143,72,30.57,10.01,10.01,NULL,NULL,72,-0.58491,1.25697,0.0181238,9.99,37.6020514,126.8735318,NULL,NULL,2.98,9.37,0,GUIDED,169.063
133,12.143,72,30.65,10.02,10.02,NULL,NULL,71,-0.587502,1.25591,0.0168932,9.99,37.6020715,126.8736095,NULL,NULL,3,9.38,0,GUIDED,170.077
134,12.143,72,30.57,10.04,10.04,NULL,NULL,71,-0.584108,1.25259,0.0224904,9.99,37.6020917,126.8736875,NULL,NULL,2.99,9.41,0,GUIDED,171.09
135,12.143,72,30.57,10.04,10.04,NULL,NULL,71,-0.584612,1.2513,0.0203922,9.99,37.6021051,126.8737394,NULL,NULL,2.97,9.39,0,GUIDED,172.25
136,12.143,71,30.65,10.04,10.04,NULL,NULL,71,-0.587052,1.25287,0.0200963,9.99,37.6021185,126.8737914,NULL,NULL,2.99,9.4,0,GUIDED,173.266
137,12.143,71,30.74,10.05,10.05,NULL,NULL,71,-0.58129,1.25495,0.019702,9.99,37.6021388,126.8738694,NULL,NULL,2.99,9.42,0,GUIDED,174.626
138,12.143,71,30.49,10.04,10.04,NULL,NULL,71,-0.581395,1.25561,0.0190447,9.99,37.6021524,126.8739214,NULL,NULL,3,9.4,0.01,GUIDED,175.639
139,12.143,71,30.65,10.01,10.01,NULL,NULL,71,-0.582655,1.25255,0.0227928,9.99,37.6021727,126.873999,NULL,NULL,3,9.37,0,GUIDED,176.77
140,12.143,71,30.65,10.01,10.01,NULL,NULL,71,-0.582297,1.25314,0.0227746,9.98,37.6021861,126.8740507,NULL,NULL,3,9.37,0,GUIDED,177.781
141,12.143,71,30.65,10.01,10.01,NULL,NULL,72,-0.584834,1.26089,0.0174099,9.98,37.6022064,126.8741283,NULL,NULL,2.99,9.38,0.01,GUIDED,178.792
142,12.143,70,30.65,10.02,10.02,NULL,NULL,71,-0.582829,1.25583,0.021674,9.98,37.6022266,126.8742062,NULL,NULL,3.01,9.39,0,GUIDED,179.804
143,12.143,70,30.49,10.03,10.03,NULL,NULL,71,-0.57997,1.24884,0.0300915,9.98,37.6022467,126.8742841,NULL,NULL,2.97,9.39,0.01,GUIDED,180.818
144,12.143,70,30.74,10.02,10.02,NULL,NULL,71,-0.583371,1.25621,0.0224592,9.98,37.6022667,126.874362,NULL,NULL,2.95,9.39,0.01,GUIDED,181.83
145,12.143,70,30.74,10.03,10.03,NULL,NULL,72,-0.584195,1.25855,0.0155915,9.98,37.6022934,126.8744657,NULL,NULL,2.99,9.37,0.01,GUIDED,182.841
146,12.143,69,30.65,10.01,10.01,NULL,NULL,71,-0.582472,1.25318,0.0259944,9.98,37.6023271,126.8745952,NULL,NULL,2.99,9.37,0,GUIDED,183.852
147,12.143,69,30.57,10.01,10.01,NULL,NULL,72,-0.581168,1.25708,0.0224485,9.98,37.6023472,126.874673,NULL,NULL,2.96,9.38,0.01,GUIDED,184.862
148,12.143,69,30.74,10.01,10.01,NULL,NULL,72,-0.582543,1.25951,0.0138004,9.98,37.6023741,126.8747768,NULL,NULL,3,9.39,0.01,GUIDED,185.872
149,12.143,69,30.65,10,10,NULL,NULL,71,-0.578303,1.25603,0.0235377,9.98,37.6024012,126.8748803,NULL,NULL,2.99,9.37,0.01,GUIDED,186.882
150,12.143,69,30.65,9.97,9.97,NULL,NULL,72,-0.580841,1.26054,0.0219505,9.99,37.6024281,126.8749836,NULL,NULL,2.97,9.34,0,GUIDED,187.892
151,12.143,68,30.65,10.01,10.01,NULL,NULL,71,-0.583138,1.24709,0.033311,9.98,37.6024549,126.8750869,NULL,NULL,2.96,9.37,0,GUIDED,188.903
152,12.143,68,30.65,10.02,10.02,NULL,NULL,71,-0.579945,1.25623,0.0219685,9.99,37.6024749,126.8751646,NULL,NULL,2.95,9.38,0.01,GUIDED,189.913
